CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID
5526,Kiran Devadiga,28,1,,
5527,Santosh Hegde,42,6,,
5528,Praveen Rai,22,10,,
5529,Eshwar Acharya,41,1,,
5530,Meena Kodagu,30,5,,
5531,Reshma Doddamani,37,6,,
5532,Nithin Jadhav,22,5,,
5533,Gayathri Lamani,24,3,,
5534,Girish Pujari,56,9,,
5535,Darshan Iyer,47,4,,
5536,Padma Madiwalar,41,8,,
5537,Indira Kumar,27,9,,
5538,Ananya Salian,56,9,,
5539,Manjunath Bhat,64,4,,
5540,Gayathri Hadimani,45,1,,
5541,Bindu Doddamani,51,5,,
5542,Divya Angadi,36,9,,
5543,Bindu Jadhav,58,3,,
5544,Madhu Kumar,37,7,,
5545,Savitha Sharma,20,1,,
5546,Anitha Shetty,42,6,,
5547,Uday Badiger,46,7,,
5548,Praveen Mudaliar,21,4,,
5549,Chandana Iyer,41,3,,
5550,Rachana Wali,57,8,,
5551,Chandru Bhat,56,10,,
5552,Triveni Reddy,55,7,,
5553,Sahana Murthy,48,2,,
5554,Yashoda Gaonkar,56,6,,
5555,Netravati Patil,25,1,,
5556,Puneeth Pawar,65,7,,
5557,Ravi Murthy,37,1,,
5558,Chandana Murthy,53,7,,
5559,Noor Doddamani,28,2,,
5560,Naveen Talawar,55,7,,
5561,Anil Reddy,22,4,,
5562,Sahana Madiwalar,59,3,,
5563,Lalitha Hegde,30,9,,
5564,Lakshmi Doddamani,34,4,,
5565,Vijay Pawar,51,1,,
5566,Ranganath Bhat,43,3,,
5567,Bharathi Salian,41,3,,
5568,Usha Devadiga,42,2,,
5569,Mohammed Acharya,52,10,,
5570,Imran Desai,33,8,,
5571,Nandini Kodagu,51,9,,
5572,Harini Angadi,43,2,,
5573,Dinesh Angadi,24,10,,
5574,Jyothi Pawar,62,8,,
5575,Ishwarya Kamath,53,10,,
5576,Darshan Lamani,49,6,,
5577,Geetha Murthy,30,10,,
5578,Indira Doddamani,40,4,,
5579,Manjula Kodagu,41,7,,
5580,Mohammed Kattimani,47,9,,
5581,Rachana Mallya,63,6,,
5582,Abdul Patil,25,3,,
5583,Nandish Mallya,22,3,,
5584,Nandish Wali,36,5,,
5585,Hanumantha Rao,43,9,,
5586,Vani Shetty,51,7,,
5587,Nagaraj Suvarna,52,3,,
5588,Darshan Doddamani,25,2,,
5589,Pallavi Wali,52,7,,
5590,Darshan Gowda,58,9,,
5591,Kiran Rao,39,1,,
5592,Girish Doddamani,42,5,,
5593,Kamala Hiremath,46,8,,
5594,Venkatesh Hiremath,63,7,,
5595,Devaraj Suvarna,28,8,,
5596,Sunitha Uppar,60,9,,
5597,Vinay Sharma,37,3,,
5598,Karthik Hiremath,31,8,,
5599,Savitha Reddy,31,1,,
5600,Sunitha Badiger,65,3,,
5601,Dhanya Devadiga,31,4,,
5602,Jagadish Kodagu,54,8,,
5603,Ishwarya Sharma,32,3,,
5604,Suresh Kodagu,40,6,,
5605,Zameer Devadiga,20,4,,
5606,Chandru Kamath,55,8,,
5607,Omkar Doddamani,37,9,,
5608,Geetha Rai,42,9,,
5609,Anil Mudaliar,57,7,,
5610,Yashwanth Bhat,36,6,,
5611,Venkatesh Pujari,39,10,,
5612,Ganesh Desai,52,7,,
5613,Basavaraj Mallya,60,1,,
5614,Sunitha Nayaka,47,10,,
5615,Puneeth Rai,49,3,,
5616,Divya Salian,45,3,,
5617,Chetan Kamath,33,10,,
5618,Nithin Uppar,50,3,,
5619,Rekha Murthy,61,2,,
5620,Devaraj Gowda,61,9,,
5621,Nithin Naik,62,4,,
5622,Zameer Khan,62,8,,
5623,Waseem Rao,57,2,,
5624,Bindu Rai,24,5,,
5625,Arun Hiremath,65,2,,
5626,Girish Desai,44,2,,
5627,Sahana Angadi,46,5,,
5628,Divya Khan,28,5,,
5629,Uday Desai,36,5,,
5630,Yashwanth Kodagu,56,3,,
5631,Hemalatha Naik,42,5,,
5632,Dhanya Hiremath,35,2,,
5633,Sabiha Hadimani,60,1,,
5634,Omkar Kamath,33,2,,
5635,Indira Pawar,33,5,,
5636,Anand Khan,41,10,,
5637,Indira Hegde,63,5,,
5638,Salman Kattimani,41,6,,
5639,Bharathi Nayaka,22,10,,
5640,Sahana Chavan,45,7,,
5641,Sushma Madiwalar,43,5,,
5642,Yashoda Hiremath,32,8,,
5643,Vijay Shetty,29,3,,
5644,Shwetha Khan,64,6,,
5645,Imran Bhat,59,5,,
5646,Hemalatha Khan,48,2,,
5647,Anitha Shetty,37,10,,
5648,Sahana Chavan,44,10,,
5649,Puneeth Gaonkar,31,4,,
5650,Balaji Kulkarni,42,7,,
5651,Arun Badiger,20,8,,
5652,Chetan Badiger,24,1,,
5653,Sabiha Murthy,21,5,,
5654,Mahesh Uppar,39,3,,
5655,Gayathri Gaonkar,30,9,,
5656,Lalitha Kumar,29,7,,
5657,Geetha Naik,65,3,,
5658,Mohammed Mallya,48,8,,
5659,Srinivas Shanbhag,33,10,,
5660,Madhu Nayaka,36,7,,
5661,Pooja Angadi,37,9,,
5662,Deepika Kamath,33,8,,
5663,Indira Madiwalar,60,10,,
5664,Chandru Devadiga,21,4,,
5665,Chetan Kulkarni,49,9,,
5666,Chandru Kodagu,45,9,,
5667,Darshan Kumar,42,3,,
5668,Geetha Pawar,22,10,,
5669,Jagadish Pujari,65,1,,
5670,Mahesh Kumar,56,7,,
5671,Imran Bhat,45,3,,
5672,Shwetha Mallya,20,9,,
5673,Pallavi Pawar,59,2,,
5674,Chaitra Iyer,44,5,,
5675,Devaraj Naik,20,6,,
5676,Krishna Patil,32,9,,
5677,Eshwar Kattimani,41,8,,
5678,Lalitha Chavan,47,4,,
5679,Latha Shetty,47,5,,
5680,Deepika Shanbhag,50,7,,
5681,Eshwar Bandi,20,4,,
5682,Triveni Kamath,54,10,,
5683,Manjunath Devadiga,62,8,,
5684,Dinesh Reddy,42,10,,
5685,Darshan Uppar,47,5,,
5686,Latha Suvarna,25,5,,
5687,Praveen Pawar,34,10,,
5688,Hanumantha Desai,25,8,,
5689,Deepika Sharma,62,2,,
5690,Ravi Belagavi,35,1,,
5691,Meena Nayaka,65,8,,
5692,Puneeth Kodagu,36,6,,
5693,Deepika Bhat,60,10,,
5694,Anand Hadimani,50,1,,
5695,Rajesh Kodagu,61,10,,
5696,Santosh Naik,35,7,,
5697,Darshan Mallya,37,8,,
5698,Darshan Pawar,52,3,,
5699,Deepa Mallya,29,9,,
5700,Sunil Murthy,56,7,,
5701,Gopal Kumar,35,7,,
5702,Manjunath Lamani,50,4,,
5703,Yogesh Shanbhag,49,2,,
5704,Praveen Salian,56,1,,
5705,Tejaswini Badiger,64,1,,
5706,Chaitra Kulkarni,34,8,,
5707,Fatima Khan,32,10,,
5708,Srinivas Lamani,23,3,,
5709,Vidya Patil,31,10,,
5710,Sharath Lamani,31,8,,
5711,Bindu Naik,31,1,,
5712,Uma Naik,41,5,,
5713,Chandana Devadiga,23,5,,
5714,Sunitha Kattimani,57,6,,
5715,Hanumantha Gaonkar,65,2,,
5716,Sunil Bandi,24,9,,
5717,Pooja Bandi,30,5,,
5718,Ruksana Rai,46,1,,
5719,Ruksana Kamath,58,7,,
5720,Harini Naik,40,10,,
5721,Nagaraj Shetty,40,7,,
5722,Bhavya Mudaliar,56,10,,
5723,Fatima Bhat,53,8,,
5724,Lokesh Suvarna,47,4,,
5725,Anil Madiwalar,37,9,,
5726,Netravati Kumar,36,7,,
5727,Sunitha Shetty,38,3,,
5728,Noor Lamani,24,4,,
5729,Devaraj Devadiga,59,8,,
5730,Venkatesh Mallya,65,10,,
5731,Akshata Gaonkar,61,3,,
5732,Uday Doddamani,42,9,,
5733,Geetha Murthy,25,6,,
5734,Deepika Madiwalar,37,2,,
5735,Manjula Khan,57,8,,
5736,Reshma Mudaliar,42,6,,
5737,Kiran Mudaliar,33,3,,
5738,Suresh Uppar,47,8,,
5739,Zeenath Bhat,27,9,,
5740,Sunil Khan,22,7,,
5741,Deepa Rai,24,2,,
5742,Kiran Rai,34,6,,
5743,Yogesh Sharma,46,3,,
5744,Mahesh Murthy,63,10,,
5745,Rizwan Naik,26,4,,
5746,Deepika Bandi,56,4,,
5747,Jyothi Reddy,24,1,,
5748,Geetha Nayaka,63,8,,
5749,Pallavi Hadimani,24,5,,
5750,Roopa Khan,53,6,,
5751,Balaji Naik,59,6,,
5752,Lakshmi Chavan,22,9,,
5753,Zameer Hadimani,55,9,,
5754,Fatima Reddy,50,6,,
5755,Sunitha Rai,57,2,,
5756,Deepika Shetty,54,4,,
5757,Ishwarya Kodagu,53,10,,
5758,Kalpana Khan,59,6,,
5759,Lokesh Acharya,37,10,,
5760,Thimmaiah Bandi,25,2,,
5761,Anand Sharma,52,7,,
5762,Gayathri Talawar,43,1,,
5763,Nithin Khan,26,4,,
5764,Anil Badiger,52,1,,
5765,Shwetha Shetty,23,4,,
5766,Omkar Hiremath,32,7,,
5767,Venkatesh Madiwalar,60,8,,
5768,Krishna Pujari,45,7,,
5769,Kiran Kattimani,52,8,,
5770,Chetan Mallya,30,7,,
5771,Tanveer Nayaka,41,4,,
5772,Bhavya Chavan,40,4,,
5773,Tanveer Naik,41,8,,
5774,Vani Rai,54,8,,
5775,Kalpana Salian,43,5,,
5776,Girish Salian,37,6,,
5777,Vidya Mallya,35,2,,
5778,Nandini Kattimani,57,9,,
5779,Geetha Badiger,61,1,,
5780,Ravi Angadi,22,4,,
5781,Vijay Desai,47,5,,
5782,Pooja Shetty,40,6,,
5783,Triveni Patil,59,9,,
5784,Bindu Belagavi,30,1,,
5785,Bhavya Doddamani,35,4,,
5786,Noor Kulkarni,35,4,,
5787,Umesh Murthy,55,1,,
5788,Girish Reddy,64,9,,
5789,Bharathi Bhat,40,2,,
5790,Madhu Sharma,50,8,,
5791,Girish Doddamani,56,4,,
5792,Varun Gowda,65,7,,
5793,Mamatha Acharya,65,10,,
5794,Madhu Hadimani,33,10,,
5795,Noor Pujari,36,3,,
5796,Latha Doddamani,21,10,,
5797,Dinesh Angadi,26,3,,
5798,Sharath Sharma,47,1,,
5799,Kavya Naik,29,7,,
5800,Ganesh Rao,34,9,,
5801,Ramesh Pujari,41,2,,
5802,Thimmaiah Hadimani,43,5,,
5803,Pallavi Madiwalar,52,7,,
5804,Ishwarya Iyer,52,2,,
5805,Vani Wali,33,7,,
5806,Mamatha Madiwalar,21,10,,
5807,Waseem Reddy,56,9,,
5808,Pooja Kodagu,54,5,,
5809,Ayesha Pujari,35,10,,
5810,Pallavi Belagavi,44,5,,
5811,Ishwarya Chavan,54,1,,
5812,Shivakumar Shanbhag,47,10,,
5813,Dinesh Lamani,58,4,,
5814,Venkatesh Lamani,48,5,,
5815,Chaitra Talawar,22,9,,
5816,Sabiha Angadi,32,6,,
5817,Vijay Jadhav,37,7,,
5818,Yogesh Sharma,26,6,,
5819,Ananya Acharya,38,4,,
5820,Sandeep Shetty,64,8,,
5821,Balaji Talawar,39,5,,
5822,Sharath Sharma,37,5,,
5823,Hemalatha Iyer,37,10,,
5824,Salman Bhat,41,6,,
5825,Prakash Hiremath,28,9,,
5826,Ranganath Naik,65,6,,
5827,Basavaraj Mallya,22,5,,
5828,Deepa Kulkarni,57,4,,
5829,Anitha Talawar,44,7,,
5830,Mohammed Angadi,58,2,,
5831,Madhu Reddy,60,1,,
5832,Harini Belagavi,42,9,,
5833,Karthik Bandi,41,9,,
5834,Tanveer Chavan,23,7,,
5835,Netravati Talawar,27,10,,
5836,Vidya Angadi,40,10,,
5837,Harish Devadiga,22,2,,
5838,Lohith Hiremath,37,5,,
5839,Harish Kulkarni,24,4,,
5840,Indira Murthy,43,2,,
5841,Ishwarya Suvarna,39,7,,
5842,Zeenath Shanbhag,45,7,,
5843,Venkatesh Wali,57,3,,
5844,Meena Murthy,39,9,,
5845,Divya Naik,39,5,,
5846,Savitha Devadiga,43,7,,
5847,Ishwarya Angadi,45,2,,
5848,Divya Sharma,39,3,,
5849,Pooja Gowda,36,3,,
5850,Vijay Hiremath,36,1,,
5851,Gowramma Badiger,27,6,,
5852,Ganesh Shanbhag,50,1,,
5853,Lalitha Hiremath,49,5,,
5854,Shwetha Doddamani,25,2,,
5855,Mohammed Kulkarni,50,8,,
5856,Geetha Reddy,25,8,,
5857,Kamala Hadimani,24,8,,
5858,Pallavi Suvarna,53,3,,
5859,Fatima Belagavi,55,6,,
5860,Sharath Devadiga,25,8,,
5861,Harish Sharma,27,8,,
5862,Mamatha Sharma,39,5,,
5863,Ayesha Murthy,53,4,,
5864,Anitha Shanbhag,49,1,,
5865,Savitha Rao,34,4,,
5866,Ranganath Devadiga,54,8,,
5867,Ranganath Naik,47,3,,
5868,Thimmaiah Bhat,23,1,,
5869,Usha Chavan,29,9,,
5870,Rachana Pujari,48,2,,
5871,Pallavi Hiremath,39,2,,
5872,Lakshmi Desai,31,1,,
5873,Jyothi Reddy,39,4,,
5874,Kalpana Wali,27,9,,
5875,Venkatesh Gaonkar,27,10,,
5876,Nagaraj Desai,25,1,,
5877,Tanveer Doddamani,42,10,,
5878,Jagadish Acharya,55,6,,
5879,Naveen Hiremath,49,4,,
5880,Lakshmi Rai,60,3,,
5881,Vani Angadi,28,3,,
5882,Padma Kumar,41,2,,
5883,Ranganath Reddy,62,3,,
5884,Jagadish Angadi,38,3,,
5885,Santosh Badiger,61,8,,
5886,Sabiha Acharya,55,5,,
5887,Netravati Gowda,62,1,,
5888,Eshwar Nayaka,30,2,,
5889,Tanveer Doddamani,62,7,,
5890,Latha Doddamani,32,1,,
5891,Meena Suvarna,40,1,,
5892,Savitha Kumar,59,9,,
5893,Lakshmi Madiwalar,23,6,,
5894,Hemalatha Khan,52,6,,
5895,Ranganath Khan,52,2,,
5896,Imran Kulkarni,44,8,,
5897,Rizwan Kamath,48,8,,
5898,Ishwarya Bandi,28,10,,
5899,Shivakumar Reddy,50,9,,
5900,Raghavendra Kamath,37,9,,
5901,Kamala Wali,36,10,,
5902,Nandini Salian,62,5,,
5903,Yashoda Desai,57,6,,
5904,Chandana Shetty,46,8,,
5905,Dhanya Hiremath,63,5,,
5906,Vidya Khan,59,8,,
5907,Prakash Jadhav,36,7,,
5908,Rajesh Wali,41,9,,
5909,Manjula Iyer,62,9,,
5910,Nithin Murthy,58,10,,
5911,Harish Kamath,51,4,,
5912,Yashwanth Gaonkar,52,9,,
5913,Sunil Sharma,59,4,,
5914,Noor Kodagu,34,6,,
5915,Shivakumar Shetty,22,4,,
5916,Harini Kumar,64,6,,
5917,Tejaswini Wali,20,2,,
5918,Geetha Pujari,30,5,,
5919,Uma Gaonkar,56,9,,
5920,Sunil Wali,37,7,,
5921,Indira Khan,46,1,,
5922,Gowramma Khan,40,6,,
5923,Imran Angadi,36,9,,
5924,Harish Kattimani,28,2,,
5925,Akshata Rao,52,7,,
5926,Naveen Angadi,42,7,,
5927,Anil Kumar,20,10,,
5928,Triveni Kulkarni,30,3,,
5929,Omkar Murthy,51,3,,
5930,Naveen Murthy,47,7,,
5931,Triveni Hiremath,53,7,,
5932,Fatima Gowda,22,5,,
5933,Nandish Iyer,58,1,,
5934,Dinesh Kamath,37,1,,
5935,Savitha Pawar,59,4,,
5936,Shwetha Hegde,24,1,,
5937,Vidya Uppar,62,9,,
5938,Vinay Khan,47,8,,
5939,Kiran Kumar,43,8,,
5940,Yashoda Uppar,20,2,,
5941,Eshwar Chavan,29,7,,
5942,Srinivas Pujari,22,4,,
5943,Tanveer Uppar,22,5,,
5944,Lokesh Sharma,34,9,,
5945,Jagadish Murthy,27,7,,
5946,Tanveer Kulkarni,50,10,,
5947,Sahana Reddy,59,3,,
5948,Waseem Sharma,20,9,,
5949,Hemalatha Mudaliar,57,3,,
5950,Mahesh Mallya,56,4,,
5951,Chandru Suvarna,50,7,,
5952,Anand Khan,22,6,,
5953,Praveen Doddamani,22,6,,
5954,Ranganath Lamani,36,9,,
5955,Zameer Hiremath,39,7,,
5956,Gayathri Devadiga,62,2,,
5957,Chandana Hiremath,59,2,,
5958,Triveni Kumar,57,1,,
5959,Divya Hegde,46,6,,
5960,Sahana Patil,56,9,,
5961,Raghavendra Wali,35,2,,
5962,Jagadish Bhat,22,3,,
5963,Shivakumar Hegde,50,7,,
5964,Anitha Kamath,49,8,,
5965,Chetan Angadi,53,2,,
5966,Sharath Shetty,45,1,,
5967,Chandana Doddamani,38,10,,
5968,Ananya Wali,51,2,,
5969,Vidya Murthy,21,7,,
5970,Akshata Wali,23,4,,
5971,Uma Badiger,37,4,,
5972,Harish Bandi,50,1,,
5973,Prakash Mallya,57,1,,
5974,Ganesh Jadhav,40,9,,
5975,Ganesh Jadhav,61,7,,
5976,Yashwanth Mallya,53,1,,
5977,Salman Angadi,48,9,,
5978,Kamala Jadhav,31,7,,
5979,Nandini Kodagu,59,8,,
5980,Gowramma Rao,55,5,,
5981,Akshata Kamath,50,9,,
5982,Darshan Gaonkar,46,1,,
5983,Lakshmi Mallya,21,4,,
5984,Ganesh Khan,42,2,,
5985,Harish Talawar,41,8,,
5986,Akshata Suvarna,52,10,,
5987,Divya Bandi,25,7,,
5988,Karthik Gowda,48,7,,
5989,Sharath Wali,65,9,,
5990,Rachana Murthy,62,8,,
5991,Sabiha Talawar,44,4,,
5992,Rizwan Hadimani,59,6,,
5993,Yogesh Nayaka,43,2,,
5994,Yashwanth Bandi,51,1,,
5995,Lakshmi Hegde,61,1,,
5996,Akshata Bandi,36,10,,
5997,Nithin Kulkarni,33,1,,
5998,Chaitra Nayaka,53,2,,
5999,Ayesha Murthy,62,4,,
6000,Dinesh Acharya,58,7,,
6001,Bharathi Kamath,49,8,,
6002,Rizwan Wali,24,7,,
6003,Chetan Kamath,58,3,,
6004,Triveni Bhat,21,5,,
6005,Deepa Mudaliar,62,6,,
6006,Sharath Mallya,40,10,,
6007,Naveen Reddy,33,9,,
6008,Rajesh Suvarna,24,4,,
6009,Triveni Desai,31,1,,
6010,Mamatha Iyer,50,5,,
6011,Meena Shetty,64,9,,
6012,Sharath Naik,49,2,,
6013,Lohith Gowda,55,1,,
6014,Ravi Badiger,22,2,,
6015,Chandru Hegde,34,2,,
6016,Abdul Doddamani,20,3,,
6017,Pavan Angadi,43,7,,
6018,Santosh Chavan,31,10,,
6019,Gopal Gowda,57,3,,
6020,Vijay Madiwalar,50,6,,
6021,Santosh Bhat,22,10,,
6022,Omkar Hiremath,39,7,,
6023,Shivakumar Belagavi,35,8,,
6024,Srinivas Iyer,57,5,,
6025,Praveen Naik,34,4,,
6026,Suresh Desai,41,6,,
6027,Roopa Mallya,50,2,,
6028,Girish Hadimani,33,8,,
6029,Salman Badiger,24,3,,
6030,Chandana Kodagu,27,5,,
6031,Yashoda Shanbhag,52,10,,
6032,Indira Kulkarni,58,2,,
6033,Mohammed Hiremath,45,4,,
6034,Jyothi Kulkarni,32,2,,
6035,Manjula Iyer,51,6,,
6036,Ananya Angadi,34,5,,
6037,Anil Reddy,35,3,,
6038,Pavan Kulkarni,39,7,,
6039,Nithin Kattimani,63,7,,
6040,Usha Angadi,64,4,,
6041,Umesh Badiger,49,4,,
6042,Nandish Gowda,27,6,,
6043,Anil Khan,34,6,,
6044,Vani Chavan,23,6,,
6045,Latha Hiremath,41,8,,
6046,Sunil Murthy,46,5,,
6047,Jagadish Kulkarni,47,9,,
6048,Eshwar Reddy,24,4,,
6049,Kamala Hiremath,32,8,,
6050,Hemalatha Desai,56,8,,
6051,Chaitra Bandi,43,1,,
6052,Vani Mudaliar,46,9,,
6053,Shivakumar Jadhav,29,9,,
6054,Hemalatha Kulkarni,49,4,,
6055,Kiran Chavan,57,8,,
6056,Naveen Hiremath,56,10,,
6057,Lakshmi Pawar,38,3,,
6058,Savitha Gowda,62,6,,
6059,Suresh Wali,37,10,,
6060,Anitha Hadimani,26,4,,
6061,Shwetha Kumar,54,6,,
6062,Anil Patil,25,4,,
6063,Ruksana Bandi,33,2,,
6064,Omkar Mudaliar,22,6,,
6065,Geetha Kamath,42,9,,
6066,Sunil Bandi,53,2,,
6067,Roopa Belagavi,23,2,,
6068,Nandish Rao,28,4,,
6069,Ayesha Shetty,41,4,,
6070,Arun Devadiga,38,10,,
6071,Nithin Khan,63,1,,
6072,Yogesh Hiremath,36,9,,
6073,Sandeep Uppar,60,3,,
6074,Tanveer Lamani,55,7,,
6075,Deepika Rao,22,2,,
6076,Sandeep Kamath,34,10,,
6077,Krishna Pawar,51,6,,
6078,Nandini Kulkarni,62,2,,
6079,Chaitra Pujari,64,4,,
6080,Manjunath Badiger,28,10,,
6081,Shivakumar Hiremath,20,7,,
6082,Gayathri Pujari,35,10,,
6083,Salman Acharya,47,2,,
6084,Mohammed Desai,39,7,,
6085,Vani Kodagu,48,5,,
6086,Padma Reddy,32,10,,
6087,Yashwanth Kodagu,41,3,,
6088,Imran Bhat,60,3,,
6089,Lalitha Shetty,29,3,,
6090,Umesh Doddamani,32,9,,
6091,Chandru Lamani,60,10,,
6092,Dinesh Shanbhag,64,5,,
6093,Raghavendra Iyer,42,6,,
6094,Eshwar Kamath,60,4,,
6095,Lakshmi Salian,42,6,,
6096,Uma Patil,20,5,,
6097,Roopa Chavan,20,10,,
6098,Mamatha Bhat,63,9,,
6099,Sunil Salian,27,5,,
6100,Kalpana Gowda,63,10,,
6101,Chetan Acharya,56,7,,
6102,Gowramma Patil,60,7,,
6103,Vijay Sharma,42,8,,
6104,Manjula Bandi,27,6,,
6105,Praveen Sharma,56,6,,
6106,Vani Hadimani,31,2,,
6107,Puneeth Kattimani,36,1,,
6108,Mohammed Devadiga,42,9,,
6109,Netravati Hadimani,34,3,,
6110,Noor Chavan,26,2,,
6111,Meena Kumar,37,7,,
6112,Lokesh Kodagu,36,3,,
6113,Rachana Khan,63,4,,
6114,Divya Kumar,40,9,,
6115,Darshan Nayaka,52,9,,
6116,Rachana Pawar,30,1,,
6117,Vidya Hadimani,21,4,,
6118,Devaraj Kodagu,26,7,,
6119,Lakshmi Desai,26,8,,
6120,Vidya Belagavi,24,4,,
6121,Roopa Talawar,48,1,,
6122,Anand Reddy,63,5,,
6123,Dinesh Desai,57,6,,
6124,Bhavya Wali,42,9,,
6125,Sandeep Devadiga,54,7,,
6126,Sabiha Desai,21,8,,
6127,Lohith Badiger,27,7,,
6128,Ganesh Chavan,21,7,,
6129,Basavaraj Madiwalar,33,5,,
6130,Jagadish Rao,43,5,,
6131,Praveen Mallya,50,8,,
6132,Srinivas Doddamani,29,1,,
6133,Srinivas Hegde,36,2,,
6134,Bindu Doddamani,22,9,,
6135,Zameer Uppar,54,10,,
6136,Pallavi Mudaliar,27,6,,
6137,Srinivas Kodagu,62,6,,
6138,Ruksana Nayaka,47,9,,
6139,Reshma Iyer,33,8,,
6140,Indira Salian,37,3,,
6141,Ananya Wali,27,2,,
6142,Anil Doddamani,24,2,,
6143,Shivakumar Angadi,42,10,,
6144,Eshwar Suvarna,34,3,,
6145,Indira Murthy,46,4,,
6146,Lokesh Pawar,23,8,,
6147,Ranganath Rai,43,5,,
6148,Raghavendra Salian,24,3,,
6149,Fatima Chavan,60,4,,
6150,Rachana Wali,32,2,,
6151,Waseem Pujari,65,6,,
6152,Kiran Hegde,64,7,,
6153,Mahesh Gowda,35,10,,
6154,Sushma Suvarna,38,6,,
6155,Ramesh Bhat,35,2,,
6156,Srinivas Lamani,59,9,,
6157,Santosh Khan,38,3,,
6158,Karthik Badiger,28,5,,
6159,Indira Rao,39,3,,
6160,Salman Sharma,46,10,,
6161,Srinivas Wali,30,9,,
6162,Rajesh Bandi,39,3,,
6163,Lokesh Madiwalar,39,3,,
6164,Sushma Doddamani,42,6,,
6165,Farhan Shanbhag,25,1,,
6166,Ranganath Bhat,29,3,,
6167,Basavaraj Kulkarni,37,4,,
6168,Santosh Kamath,30,5,,
6169,Kalpana Iyer,44,1,,
6170,Pooja Rai,64,5,,
6171,Vani Pujari,50,3,,
6172,Pavan Suvarna,58,8,,
6173,Padma Acharya,65,9,,
6174,Reshma Lamani,59,8,,
6175,Ruksana Desai,41,9,,
6176,Chandana Naik,29,8,,
6177,Noor Shanbhag,51,4,,
6178,Salman Acharya,38,4,,
6179,Hemalatha Khan,40,2,,
6180,Balaji Kumar,65,2,,
6181,Sunil Hegde,20,3,,
6182,Farhan Khan,43,8,,
6183,Sabiha Chavan,44,5,,
6184,Sunil Wali,35,4,,
6185,Lokesh Lamani,52,4,,
6186,Sandeep Naik,57,3,,
6187,Akshata Bandi,61,3,,
6188,Lohith Hiremath,47,10,,
6189,Raghavendra Iyer,48,6,,
6190,Krishna Kamath,26,9,,
6191,Vinay Chavan,23,4,,
6192,Gopal Shetty,59,6,,
6193,Nandish Kulkarni,51,4,,
6194,Zameer Patil,28,2,,
6195,Abdul Desai,38,4,,
6196,Ganesh Kamath,26,9,,
6197,Vinay Pawar,36,9,,
6198,Gopal Gowda,27,9,,
6199,Sunitha Hegde,47,10,,
6200,Vijay Iyer,62,10,,
6201,Harish Shanbhag,64,1,,
6202,Lakshmi Bhat,40,5,,
6203,Chandana Mudaliar,55,4,,
6204,Venkatesh Talawar,55,10,,
6205,Yashoda Jadhav,34,7,,
6206,Bharathi Lamani,64,9,,
6207,Nandini Hadimani,37,10,,
6208,Deepika Reddy,43,5,,
6209,Farhan Iyer,58,7,,
6210,Vani Acharya,45,9,,
6211,Akshata Reddy,47,7,,
6212,Kiran Gowda,60,8,,
6213,Lokesh Kulkarni,62,5,,
6214,Zameer Reddy,29,2,,
6215,Sharath Khan,64,9,,
6216,Lakshmi Wali,57,2,,
6217,Ayesha Murthy,57,4,,
6218,Chaitra Desai,57,7,,
6219,Latha Wali,64,4,,
6220,Ayesha Pujari,45,7,,
6221,Kavya Desai,44,2,,
6222,Dhanya Gaonkar,65,8,,
6223,Imran Belagavi,54,5,,
6224,Sandeep Pawar,63,1,,
6225,Shivakumar Salian,26,4,,
6226,Reshma Hadimani,54,3,,
6227,Akshata Patil,62,6,,
6228,Ruksana Shetty,52,1,,
6229,Bindu Rao,39,6,,
6230,Vani Iyer,56,4,,
6231,Harish Bhat,53,9,,
6232,Srinivas Devadiga,43,8,,
6233,Anitha Mudaliar,50,1,,
6234,Dinesh Kamath,32,5,,
6235,Gayathri Iyer,35,9,,
6236,Zeenath Pawar,51,5,,
6237,Anand Hadimani,35,10,,
6238,Sunitha Kamath,52,6,,
6239,Rachana Khan,42,4,,
6240,Gayathri Desai,50,8,,
6241,Roopa Murthy,53,2,,
6242,Padma Acharya,65,6,,
6243,Ravi Lamani,49,4,,
6244,Latha Kamath,47,8,,
6245,Krishna Kodagu,24,2,,
6246,Pallavi Pawar,65,1,,
6247,Fatima Pawar,30,5,,
6248,Savitha Belagavi,34,10,,
6249,Harish Suvarna,55,10,,
6250,Abdul Shetty,59,5,,
6251,Shwetha Gowda,40,2,,
6252,Thimmaiah Pawar,48,4,,
6253,Noor Murthy,21,7,,
6254,Chandru Naik,35,5,,
6255,Harish Naik,53,3,,
6256,Ganesh Pawar,20,2,,
6257,Karthik Jadhav,47,4,,
6258,Varun Madiwalar,52,2,,
6259,Shwetha Salian,54,6,,
6260,Jagadish Lamani,33,3,,
6261,Tejaswini Gaonkar,36,5,,
6262,Padma Pawar,55,6,,
6263,Divya Shetty,29,9,,
6264,Ruksana Wali,22,10,,
6265,Imran Uppar,55,2,,
6266,Dinesh Madiwalar,40,9,,
6267,Sunil Kodagu,45,2,,
6268,Harini Wali,28,2,,
6269,Padma Suvarna,54,2,,
6270,Nandish Khan,24,9,,
6271,Noor Doddamani,63,1,,
6272,Divya Hiremath,50,6,,
6273,Gowramma Belagavi,56,6,,
6274,Abdul Devadiga,65,3,,
6275,Nandish Bandi,28,7,,
6276,Salman Bandi,42,9,,
6277,Nandish Jadhav,61,10,,
6278,Pooja Patil,33,10,,
