CaseMasterID,VictimName,AgeYear,GenderID
5814,Lokesh Naik,31,M
5815,Mahesh Suvarna,54,M
5817,Kavya Rao,41,F
5822,Vijay Pawar,42,M
5823,Shwetha Hiremath,47,F
5823,Shwetha Madiwalar,54,F
5825,Latha Hegde,38,F
5826,Anitha Doddamani,24,F
5826,Farhan Kamath,21,M
5827,Jagadish Hiremath,16,M
5827,Eshwar Reddy,61,M
5828,Fatima Badiger,53,F
5829,Indira Doddamani,22,F
5829,Jyothi Lamani,63,F
5830,Ayesha Chavan,25,F
5831,Sushma Lamani,33,F
5832,Ananya Patil,56,F
5832,Meena Hadimani,70,F
5833,Chaitra Hadimani,65,F
5833,Vani Desai,65,F
5834,Mohammed Pawar,18,M
5834,Nandini Patil,47,F
5835,Anitha Jadhav,50,F
5836,Tanveer Uppar,56,M
5838,Farhan Doddamani,52,M
5838,Zeenath Talawar,47,F
5840,Sandeep Murthy,49,M
5840,Omkar Khan,70,M
5841,Reshma Shetty,41,F
5842,Umesh Patil,18,M
5842,Manjula Rao,33,F
5845,Bhavya Sharma,61,F
5846,Mohammed Hadimani,66,M
5848,Noor Doddamani,30,F
5848,Madhu Kumar,32,M
5849,Uma Kulkarni,46,F
5849,Dhanya Khan,48,F
5851,Nandish Chavan,49,M
5852,Uday Devadiga,69,M
5853,Jyothi Kulkarni,18,F
5855,Bharathi Angadi,48,F
5856,Geetha Salian,67,F
5856,Krishna Iyer,41,M
5858,Varun Devadiga,38,M
5858,Tejaswini Khan,68,F
5859,Nandish Angadi,24,M
5860,Mohammed Iyer,17,M
5860,Krishna Rai,54,M
5861,Zameer Doddamani,19,M
5861,Tanveer Chavan,22,M
5864,Sunitha Sharma,46,F
5867,Devaraj Gaonkar,46,M
5868,Gowramma Gaonkar,40,F
5869,Puneeth Reddy,26,M
5870,Roopa Kamath,55,F
5871,Bharathi Pawar,36,F
5871,Uday Doddamani,17,M
5872,Geetha Patil,33,F
5872,Triveni Pawar,18,F
5875,Reshma Rao,67,F
5875,Kiran Rai,28,M
5876,Latha Mallya,30,F
5878,Sahana Kodagu,62,F
5882,Ayesha Desai,34,F
5882,Jyothi Gowda,51,F
5884,Shivakumar Kulkarni,39,M
5884,Nithin Kumar,34,M
5885,Sabiha Pawar,23,F
5889,Chandana Belagavi,21,F
5889,Bindu Mallya,37,F
5890,Puneeth Khan,33,M
5890,Tejaswini Talawar,70,F
5891,Anand Desai,22,M
5891,Padma Gowda,20,F
5894,Reshma Shetty,50,F
5894,Hemalatha Kulkarni,69,F
5895,Nithin Suvarna,51,M
5895,Gowramma Nayaka,36,F
5897,Karthik Kumar,18,M
5898,Rajesh Bandi,60,M
5899,Uma Kodagu,20,F
5899,Geetha Shetty,60,F
5900,Nandish Doddamani,20,M
5900,Nithin Shetty,26,M
5901,Reshma Talawar,56,F
5904,Meena Hiremath,39,F
5904,Sharath Acharya,55,M
5905,Jyothi Madiwalar,52,F
5906,Jagadish Wali,28,M
5908,Manjula Shanbhag,62,F
5909,Darshan Devadiga,37,M
5910,Geetha Sharma,68,F
5910,Ramesh Doddamani,20,M
5912,Karthik Shanbhag,66,M
5913,Geetha Rai,35,F
5916,Waseem Khan,61,M
5919,Harish Mudaliar,58,M
5919,Lalitha Jadhav,26,F
5920,Darshan Kumar,33,M
5922,Gopal Doddamani,41,M
5924,Sharath Gowda,39,M
5924,Sahana Acharya,22,F
5926,Umesh Kodagu,63,M
5927,Sushma Nayaka,28,F
5927,Thimmaiah Belagavi,70,M
5928,Venkatesh Salian,67,M
5930,Pavan Acharya,49,M
5930,Lakshmi Desai,50,F
5931,Gopal Jadhav,21,M
5931,Ranganath Khan,30,M
5932,Uday Lamani,49,M
5932,Chandru Talawar,57,M
5933,Nandini Acharya,47,F
5933,Ishwarya Desai,39,F
5934,Bhavya Lamani,64,F
5934,Santosh Devadiga,48,M
5939,Arun Kattimani,44,M
5939,Eshwar Salian,64,M
5940,Rekha Bhat,23,F
5940,Prakash Jadhav,20,M
5941,Venkatesh Khan,47,M
5941,Manjunath Sharma,27,M
5942,Akshata Shanbhag,66,F
5942,Sharath Salian,68,M
5943,Ananya Devadiga,40,F
5943,Padma Acharya,63,F
5944,Yogesh Nayaka,64,M
5946,Ruksana Angadi,22,F
5948,Tanveer Shetty,56,M
5948,Chaitra Hegde,19,F
5949,Ravi Naik,33,M
5951,Tanveer Kumar,53,M
5951,Eshwar Wali,22,M
5953,Rizwan Hegde,29,M
5953,Lohith Iyer,63,M
5954,Nagaraj Mallya,24,M
5954,Santosh Reddy,70,M
5955,Umesh Gaonkar,64,M
5957,Usha Mallya,54,F
5957,Padma Pujari,24,F
5958,Venkatesh Kattimani,60,M
5958,Yogesh Shanbhag,41,M
5960,Shwetha Gowda,28,F
5960,Hemalatha Hegde,30,F
5961,Gowramma Bhat,54,F
5963,Noor Rai,16,F
5963,Savitha Pujari,64,F
5965,Ramesh Madiwalar,23,M
5966,Uday Devadiga,40,M
5966,Dhanya Bhat,31,F
5967,Triveni Rao,30,F
5968,Indira Doddamani,50,F
5971,Manjula Devadiga,47,F
5971,Venkatesh Wali,23,M
5972,Pooja Murthy,59,F
5974,Deepa Bandi,53,F
5974,Reshma Gowda,67,F
5975,Meena Jadhav,43,F
5975,Chaitra Mudaliar,63,F
5978,Dinesh Sharma,17,M
5978,Mahesh Badiger,43,M
5979,Chaitra Wali,35,F
5981,Lakshmi Belagavi,16,F
5982,Vidya Sharma,63,F
5982,Lokesh Chavan,70,M
5984,Deepika Rai,40,F
5984,Sunitha Mudaliar,20,F
5985,Mahesh Kattimani,19,M
5988,Karthik Rao,51,M
5988,Kavya Madiwalar,28,F
5990,Puneeth Devadiga,61,M
5991,Ayesha Pujari,26,F
5993,Abdul Reddy,37,M
5993,Naveen Murthy,51,M
5995,Pallavi Lamani,33,F
5996,Madhu Madiwalar,27,M
5997,Balaji Rao,62,M
5997,Uma Chavan,21,F
6001,Uday Gaonkar,18,M
6001,Ramesh Kamath,26,M
6002,Raghavendra Hiremath,41,M
6002,Chaitra Rao,47,F
6004,Omkar Uppar,50,M
6007,Rizwan Uppar,68,M
6007,Nandish Nayaka,16,M
6008,Lalitha Suvarna,52,F
6008,Karthik Kamath,49,M
6012,Kavya Wali,70,F
6014,Dinesh Mallya,68,M
6015,Rajesh Shetty,68,M
6015,Savitha Kodagu,41,F
6017,Suresh Nayaka,26,M
6017,Srinivas Suvarna,45,M
6018,Omkar Hiremath,43,M
6019,Harish Hiremath,27,M
6019,Anand Kodagu,28,M
6022,Sunil Chavan,28,M
6022,Yogesh Doddamani,45,M
6023,Suresh Chavan,41,M
6024,Geetha Pujari,58,F
6026,Shwetha Sharma,32,F
6026,Latha Sharma,52,F
6027,Gayathri Mallya,48,F
6030,Fatima Rao,44,F
6030,Basavaraj Bhat,36,M
6031,Anil Badiger,49,M
6032,Krishna Doddamani,46,M
6032,Mohammed Pawar,40,M
6033,Meena Kulkarni,20,F
6035,Abdul Talawar,42,M
6037,Dhanya Acharya,23,F
6039,Yashwanth Iyer,70,M
6039,Naveen Talawar,43,M
6040,Rizwan Murthy,49,M
6040,Umesh Patil,39,M
6041,Savitha Suvarna,52,F
6041,Venkatesh Naik,30,M
6043,Ananya Nayaka,17,F
6044,Yogesh Uppar,32,M
6045,Balaji Rai,29,M
6047,Sunitha Madiwalar,66,F
6048,Ramesh Murthy,35,M
6048,Akshata Salian,24,F
6049,Imran Murthy,24,M
6051,Raghavendra Talawar,58,M
6053,Latha Pawar,55,F
6053,Waseem Mallya,68,M
6054,Balaji Lamani,20,M
6055,Ruksana Gaonkar,65,F
6055,Shivakumar Doddamani,56,M
6056,Vidya Hegde,23,F
6056,Uday Kamath,50,M
6057,Kavya Kamath,44,F
6058,Tanveer Madiwalar,70,M
6058,Indira Kulkarni,49,F
6059,Lakshmi Uppar,22,F
6059,Divya Acharya,21,F
6060,Dinesh Badiger,33,M
6060,Yashoda Belagavi,36,F
6061,Bindu Belagavi,63,F
6063,Sushma Bandi,60,F
6063,Roopa Desai,48,F
6064,Imran Devadiga,61,M
6064,Vinay Mallya,44,M
6065,Ranganath Acharya,23,M
6066,Ayesha Reddy,65,F
6069,Sunitha Sharma,24,F
6069,Manjunath Chavan,37,M
6071,Rekha Hadimani,53,F
6076,Vidya Hiremath,48,F
6076,Santosh Desai,18,M
6078,Harish Kattimani,34,M
6079,Reshma Reddy,19,F
6079,Nandish Doddamani,29,M
6084,Dinesh Madiwalar,66,M
6085,Vijay Shetty,19,M
6086,Anil Khan,17,M
6086,Akshata Khan,30,F
6087,Chandana Bandi,46,F
6087,Latha Badiger,67,F
6088,Ruksana Bandi,27,F
6088,Kalpana Desai,64,F
6089,Mahesh Mallya,16,M
6091,Sabiha Reddy,47,F
6093,Devaraj Desai,65,M
6094,Ranganath Mallya,69,M
6095,Nandini Kulkarni,22,F
6095,Prakash Bhat,23,M
6097,Pallavi Khan,41,F
6099,Yogesh Sharma,28,M
6099,Harish Kamath,40,M
6100,Harini Gowda,57,F
6100,Anil Acharya,54,M
6101,Puneeth Desai,58,M
6101,Rizwan Kodagu,26,M
6103,Venkatesh Hadimani,54,M
6104,Sabiha Acharya,52,F
6107,Chandru Nayaka,23,M
6108,Uday Hiremath,30,M
6112,Anand Murthy,36,M
6112,Abdul Wali,19,M
6114,Rajesh Devadiga,47,M
6115,Lohith Kodagu,34,M
6115,Rizwan Hiremath,44,M
6117,Anil Murthy,66,M
6117,Harini Hegde,26,F
6119,Sahana Angadi,65,F
6120,Nagaraj Patil,22,M
6120,Gowramma Naik,68,F
6122,Divya Sharma,46,F
6123,Puneeth Iyer,42,M
6124,Latha Doddamani,40,F
6124,Devaraj Hadimani,51,M
6126,Nandini Murthy,23,F
6126,Yashoda Devadiga,47,F
6128,Sushma Talawar,48,F
6128,Nandini Murthy,46,F
6129,Ananya Kamath,33,F
6132,Chandana Kumar,43,F
6136,Shivakumar Suvarna,58,M
6136,Yogesh Suvarna,53,M
6137,Noor Iyer,27,F
6137,Uma Iyer,65,F
6139,Harini Badiger,69,F
6139,Girish Patil,59,M
6143,Jyothi Naik,35,F
6145,Vani Talawar,24,F
6145,Venkatesh Murthy,23,M
6146,Meena Rao,51,F
6146,Sabiha Reddy,18,F
6147,Uma Suvarna,56,F
6147,Dinesh Doddamani,47,M
6149,Eshwar Rao,49,M
6151,Sunitha Hegde,60,F
6151,Usha Kumar,63,F
6154,Nithin Hiremath,66,M
6154,Rekha Gaonkar,63,F
6155,Balaji Gowda,16,M
6156,Uma Sharma,48,F
6156,Padma Devadiga,66,F
6157,Shwetha Angadi,51,F
6157,Gowramma Shetty,69,F
6158,Chandana Pawar,58,F
6158,Srinivas Pujari,64,M
6159,Nandini Shanbhag,46,F
6159,Madhu Hadimani,66,M
6160,Dinesh Sharma,63,M
6160,Mamatha Shetty,43,F
6161,Indira Salian,31,F
6161,Uma Hadimani,63,F
6162,Imran Hegde,33,M
6163,Lakshmi Kumar,16,F
6164,Ruksana Gaonkar,16,F
6164,Anitha Shetty,47,F
6165,Bharathi Murthy,44,F
6166,Lakshmi Iyer,70,F
6167,Anil Reddy,17,M
6168,Vani Rai,54,F
6168,Bhavya Mallya,44,F
6169,Girish Madiwalar,46,M
6170,Lalitha Hadimani,39,F
6172,Akshata Sharma,24,F
6172,Krishna Acharya,66,M
6174,Lokesh Kumar,33,M
6174,Nandini Mudaliar,37,F
6175,Nithin Mudaliar,48,M
6179,Netravati Madiwalar,27,F
6179,Naveen Angadi,23,M
6181,Rekha Murthy,47,F
6182,Kiran Angadi,36,M
6182,Meena Hegde,58,F
6183,Nithin Naik,38,M
6184,Meena Pawar,49,F
6185,Sabiha Hadimani,16,F
6185,Deepa Kattimani,58,F
6187,Sabiha Murthy,35,F
6187,Anitha Pujari,34,F
6188,Santosh Mudaliar,18,M
6190,Praveen Acharya,39,M
6190,Bindu Doddamani,59,F
6192,Bindu Hadimani,69,F
6193,Pooja Angadi,62,F
6193,Dhanya Patil,51,F
6195,Divya Kattimani,67,F
6195,Imran Bandi,50,M
6196,Thimmaiah Talawar,44,M
6198,Puneeth Kumar,70,M
6200,Dinesh Badiger,50,M
6201,Prakash Doddamani,40,M
6204,Thimmaiah Rai,32,M
6204,Deepa Madiwalar,46,F
6205,Umesh Chavan,20,M
6205,Yogesh Belagavi,16,M
6206,Ishwarya Kumar,68,F
6206,Krishna Gaonkar,64,M
6209,Chandru Acharya,52,M
6211,Sunitha Badiger,62,F
6211,Deepa Rao,58,F
6214,Tejaswini Jadhav,23,F
6214,Anitha Pujari,54,F
6215,Varun Mallya,59,M
6216,Vidya Uppar,64,F
6217,Rizwan Angadi,65,M
6217,Basavaraj Kattimani,61,M
6218,Indira Suvarna,60,F
6219,Nandish Doddamani,26,M
6221,Usha Mallya,25,F
6221,Rizwan Salian,19,M
6222,Vijay Angadi,53,M
6222,Anand Wali,20,M
6223,Nithin Reddy,68,M
6223,Lakshmi Rao,46,F
6224,Imran Kodagu,33,M
6226,Pavan Bandi,67,M
6226,Anitha Madiwalar,62,F
6227,Vinay Iyer,64,M
6228,Pavan Wali,36,M
6229,Girish Iyer,46,M
6229,Pallavi Mallya,39,F
6230,Divya Nayaka,58,F
6231,Latha Uppar,38,F
6231,Raghavendra Shanbhag,58,M
6232,Mamatha Uppar,23,F
6233,Sandeep Jadhav,33,M
6233,Yashoda Talawar,51,F
6234,Tejaswini Gowda,53,F
6235,Rachana Acharya,27,F
6237,Imran Talawar,61,M
6237,Deepa Kulkarni,62,F
6239,Ayesha Jadhav,27,F
6241,Divya Chavan,47,F
6241,Balaji Reddy,55,M
6243,Tanveer Suvarna,63,M
6246,Ayesha Shanbhag,61,F
6246,Sunil Shetty,28,M
6247,Varun Madiwalar,32,M
6247,Yashwanth Suvarna,70,M
6248,Sabiha Khan,63,F
6249,Basavaraj Mallya,23,M
6249,Salman Khan,27,M
6250,Tejaswini Chavan,63,F
6250,Mahesh Kulkarni,28,M
6254,Kavya Doddamani,64,F
6254,Abdul Chavan,44,M
6256,Kavya Wali,46,F
6256,Waseem Kodagu,42,M
6259,Gayathri Kattimani,22,F
6260,Ayesha Badiger,64,F
6260,Fatima Suvarna,43,F
6262,Noor Khan,23,F
6263,Santosh Shetty,60,M
6264,Yogesh Madiwalar,27,M
6265,Ganesh Hiremath,60,M
6265,Vijay Kodagu,53,M
6266,Darshan Wali,38,M
6266,Kavya Patil,29,F
6267,Rekha Kodagu,59,F
6267,Ruksana Mudaliar,61,F
6268,Meena Bandi,46,F
6268,Thimmaiah Hiremath,53,M
6269,Jagadish Pawar,42,M
6269,Madhu Nayaka,67,M
6270,Ananya Kodagu,42,F
6271,Pallavi Kumar,70,F
6272,Ananya Naik,21,F
6274,Puneeth Naik,56,M
6274,Fatima Rai,67,F
6275,Ranganath Devadiga,54,M
6276,Vijay Devadiga,31,M
6276,Ruksana Kamath,28,F
6277,Nandini Rao,33,F
6278,Vijay Kumar,70,M
6279,Varun Wali,43,M
6279,Noor Iyer,58,F
6280,Raghavendra Doddamani,17,M
6281,Indira Lamani,38,F
6282,Gayathri Reddy,66,F
6284,Kamala Mudaliar,50,F
6285,Raghavendra Devadiga,59,M
6288,Kamala Mallya,37,F
6289,Sabiha Kattimani,34,F
6289,Lakshmi Shanbhag,64,F
6292,Basavaraj Nayaka,34,M
6294,Rachana Shetty,37,F
6294,Kavya Angadi,64,F
6296,Vani Mallya,47,F
6296,Raghavendra Salian,40,M
6298,Umesh Pawar,22,M
6301,Rizwan Mallya,33,M
6301,Reshma Khan,66,F
6302,Hemalatha Acharya,36,F
6302,Puneeth Murthy,38,M
6306,Pallavi Wali,56,F
6306,Naveen Nayaka,49,M
6307,Uma Pawar,28,F
6309,Mohammed Madiwalar,34,M
6309,Lalitha Mudaliar,20,F
6311,Tejaswini Rao,51,F
6315,Pavan Talawar,35,M
6315,Chandru Belagavi,33,M
6316,Girish Jadhav,61,M
6316,Mahesh Nayaka,46,M
6317,Meena Angadi,66,F
6319,Bharathi Patil,17,F
6320,Rekha Gaonkar,58,F
6320,Vidya Bandi,35,F
6321,Uday Gaonkar,22,M
6324,Fatima Hiremath,20,F
6325,Zameer Sharma,18,M
6325,Karthik Patil,56,M
6327,Ananya Suvarna,25,F
6328,Pooja Nayaka,54,F
6332,Rizwan Acharya,62,M
6334,Mahesh Kulkarni,58,M
6334,Sushma Chavan,49,F
6335,Gopal Kamath,61,M
6339,Darshan Shanbhag,26,M
6339,Sahana Wali,56,F
6343,Omkar Reddy,66,M
6343,Devaraj Pujari,44,M
6344,Tanveer Belagavi,46,M
6344,Chetan Reddy,65,M
6345,Imran Nayaka,31,M
6345,Abdul Acharya,29,M
6349,Kiran Shanbhag,57,M
6350,Tejaswini Gaonkar,27,F
6351,Usha Salian,41,F
6351,Gowramma Uppar,53,F
6352,Yashoda Rao,22,F
6353,Jagadish Wali,51,M
6355,Nandini Acharya,61,F
6355,Nandish Devadiga,45,M
6356,Lokesh Desai,59,M
6357,Reshma Belagavi,24,F
6357,Ramesh Talawar,53,M
6359,Pooja Salian,56,F
6360,Gowramma Doddamani,53,F
6360,Rajesh Salian,44,M
6362,Jyothi Uppar,60,F
6363,Rekha Madiwalar,20,F
6363,Uday Desai,30,M
6365,Raghavendra Desai,55,M
6366,Chetan Patil,44,M
6367,Omkar Uppar,33,M
6367,Varun Madiwalar,70,M
6369,Padma Bhat,32,F
6370,Yogesh Reddy,55,M
6371,Lokesh Lamani,69,M
6371,Kiran Talawar,32,M
6372,Shivakumar Madiwalar,41,M
6372,Omkar Suvarna,56,M
6373,Basavaraj Desai,58,M
6376,Uday Jadhav,47,M
6377,Puneeth Rai,63,M
6378,Lakshmi Rao,65,F
6378,Bharathi Talawar,30,F
6379,Farhan Hegde,59,M
6380,Kavya Mallya,17,F
6381,Akshata Acharya,19,F
6381,Anand Devadiga,64,M
6382,Basavaraj Bandi,62,M
6382,Bindu Pujari,50,F
6384,Puneeth Acharya,51,M
6384,Harish Hiremath,48,M
6385,Waseem Pujari,66,M
6386,Nandish Pawar,54,M
6386,Ganesh Mudaliar,49,M
6387,Nandish Kumar,27,M
6388,Sunil Rai,64,M
6389,Lokesh Uppar,22,M
6391,Prakash Suvarna,47,M
6391,Arun Wali,61,M
6392,Noor Nayaka,70,F
6392,Rachana Gaonkar,31,F
6394,Latha Rai,59,F
6394,Farhan Pawar,68,M
6395,Ananya Pujari,35,F
6398,Deepa Uppar,37,F
6398,Deepika Gowda,34,F
6399,Latha Talawar,16,F
6399,Deepa Talawar,38,F
6401,Sunitha Gaonkar,54,F
6404,Chaitra Pujari,63,F
6405,Basavaraj Bandi,23,M
6405,Madhu Badiger,23,M
6406,Naveen Reddy,45,M
6406,Rachana Naik,65,F
6407,Divya Uppar,65,F
6408,Venkatesh Kattimani,60,M
6408,Anitha Angadi,26,F
6409,Kamala Kattimani,30,F
6409,Zameer Khan,64,M
6410,Bindu Sharma,51,F
6410,Reshma Devadiga,25,F
6411,Nandini Uppar,38,F
6412,Jyothi Pujari,38,F
6413,Triveni Salian,62,F
6414,Umesh Sharma,36,M
6415,Pavan Wali,21,M
6415,Akshata Hegde,70,F
6416,Balaji Rao,23,M
6416,Ranganath Kamath,64,M
6417,Chandru Hiremath,23,M
6417,Chandru Hegde,31,M
6419,Nandish Doddamani,18,M
6421,Roopa Devadiga,44,F
6421,Madhu Kumar,24,M
6425,Sharath Shetty,29,M
6427,Lakshmi Badiger,65,F
6428,Madhu Murthy,69,M
6429,Harish Hegde,61,M
6432,Sunitha Murthy,63,F
6435,Lalitha Pawar,50,F
6438,Tejaswini Madiwalar,45,F
6438,Puneeth Pujari,20,M
6439,Hemalatha Kattimani,30,F
6440,Shwetha Madiwalar,39,F
6440,Yashwanth Madiwalar,49,M
6441,Nithin Rao,20,M
6441,Vinay Shetty,66,M
6444,Sunil Khan,16,M
6444,Umesh Talawar,57,M
6445,Uma Nayaka,32,F
6447,Varun Kodagu,47,M
6447,Ayesha Uppar,69,F
6448,Divya Madiwalar,26,F
6448,Ruksana Acharya,53,F
6449,Zeenath Shanbhag,43,F
6449,Madhu Patil,70,M
6451,Eshwar Suvarna,65,M
6451,Venkatesh Sharma,62,M
6453,Meena Chavan,61,F
6453,Uday Gowda,36,M
6454,Indira Mallya,68,F
6455,Varun Bandi,44,M
6456,Hemalatha Desai,58,F
6456,Yogesh Acharya,20,M
6458,Nandish Pujari,53,M
6459,Uday Iyer,37,M
6459,Imran Talawar,51,M
6461,Yogesh Suvarna,22,M
6461,Salman Belagavi,51,M
6463,Reshma Jadhav,45,F
6463,Mamatha Gaonkar,61,F
6466,Yashwanth Khan,29,M
6467,Nandini Shanbhag,25,F
6467,Anitha Mudaliar,42,F
6468,Rizwan Bhat,58,M
6468,Bhavya Bandi,23,F
6470,Thimmaiah Suvarna,28,M
6470,Chandana Patil,34,F
6472,Sandeep Bhat,22,M
6472,Kiran Acharya,51,M
6474,Arun Shetty,21,M
6474,Lakshmi Shetty,45,F
6477,Gowramma Uppar,39,F
6477,Pavan Shetty,61,M
6478,Ramesh Uppar,70,M
6480,Madhu Kodagu,55,M
6480,Usha Iyer,43,F
6481,Uday Gaonkar,67,M
6481,Indira Suvarna,62,F
6483,Abdul Shanbhag,30,M
6484,Rachana Talawar,67,F
6484,Deepa Rao,27,F
6487,Ruksana Mallya,48,F
6487,Prakash Kodagu,50,M
6488,Naveen Shetty,45,M
6488,Ruksana Badiger,57,F
6490,Sabiha Lamani,70,F
6490,Tejaswini Naik,49,F
6492,Pavan Gaonkar,57,M
6493,Lakshmi Kamath,44,F
6498,Vijay Nayaka,67,M
6498,Uday Iyer,31,M
6499,Farhan Kamath,26,M
6499,Yashoda Hiremath,37,F
6500,Prakash Shetty,41,M
6500,Pooja Gaonkar,18,F
6501,Jagadish Mallya,31,M
6501,Anitha Patil,42,F
6503,Karthik Desai,56,M
6503,Nithin Shanbhag,40,M
6505,Sunitha Patil,45,F
6507,Indira Kulkarni,69,F
6509,Puneeth Hiremath,24,M
6509,Girish Suvarna,38,M
6510,Vani Nayaka,29,F
6512,Puneeth Naik,27,M
6512,Kamala Reddy,59,F
6513,Pavan Rao,70,M
6516,Mohammed Shetty,31,M
6516,Farhan Wali,21,M
6519,Meena Wali,60,F
6520,Devaraj Uppar,23,M
6521,Anil Kamath,45,M
6523,Usha Kodagu,33,F
6523,Dinesh Angadi,34,M
6524,Pavan Wali,69,M
6524,Waseem Acharya,38,M
6525,Sharath Hadimani,17,M
6527,Uma Uppar,25,F
6527,Imran Lamani,48,M
6528,Akshata Hegde,61,F
6528,Geetha Suvarna,56,F
6530,Vani Iyer,45,F
6530,Dinesh Rai,16,M
6531,Latha Khan,22,F
6533,Triveni Belagavi,17,F
6533,Rekha Bhat,46,F
6534,Suresh Wali,41,M
6534,Waseem Shanbhag,39,M
6535,Ananya Suvarna,61,F
6537,Dinesh Madiwalar,69,M
6537,Harini Jadhav,50,F
6538,Salman Hadimani,68,M
6539,Nandini Lamani,27,F
6540,Netravati Naik,66,F
6540,Santosh Doddamani,21,M
6541,Ramesh Lamani,23,M
6541,Lokesh Pawar,47,M
6543,Yashoda Uppar,32,F
6543,Jagadish Gaonkar,67,M
6544,Nithin Uppar,44,M
6545,Rajesh Kattimani,60,M
6545,Fatima Hegde,51,F
6546,Lakshmi Khan,16,F
6546,Mohammed Uppar,28,M
6548,Rachana Gowda,58,F
6548,Jyothi Salian,26,F
6549,Pallavi Sharma,64,F
6549,Lohith Patil,55,M
6552,Vani Kattimani,48,F
6554,Noor Jadhav,50,F
6554,Bharathi Kamath,33,F
6556,Divya Reddy,58,F
6556,Rekha Talawar,30,F
6558,Ananya Reddy,70,F
6558,Jyothi Rai,17,F
6559,Latha Murthy,25,F
6559,Jyothi Sharma,32,F
6560,Roopa Salian,16,F
6560,Anand Belagavi,17,M
6561,Lokesh Mudaliar,63,M
6566,Kalpana Kamath,37,F
6567,Vidya Acharya,24,F
6568,Ananya Badiger,31,F
6568,Ishwarya Sharma,27,F
6570,Praveen Reddy,66,M
6571,Shwetha Gowda,29,F
6573,Yashoda Chavan,64,F
6573,Mamatha Gowda,32,F
6574,Chetan Bhat,32,M
6574,Indira Patil,20,F
6577,Harish Gowda,59,M
6577,Rizwan Mallya,57,M
6580,Yogesh Devadiga,26,M
6583,Yashoda Desai,17,F
6583,Netravati Lamani,20,F
6584,Ravi Rai,25,M
6585,Nithin Hegde,55,M
6585,Geetha Murthy,37,F
6587,Puneeth Hadimani,53,M
6589,Lokesh Nayaka,44,M
6589,Triveni Badiger,47,F
6590,Sabiha Lamani,23,F
6594,Chandana Hadimani,27,F
6595,Kamala Murthy,44,F
6596,Puneeth Reddy,30,M
6598,Usha Desai,64,F
6598,Bharathi Madiwalar,34,F
6599,Deepa Chavan,24,F
6600,Padma Shetty,54,F
6601,Venkatesh Murthy,36,M
6602,Nandish Pawar,49,M
6602,Reshma Hadimani,17,F
6605,Nandish Pujari,62,M
6605,Akshata Hadimani,66,F
6606,Ishwarya Talawar,41,F
6607,Divya Shanbhag,64,F
6608,Varun Kattimani,29,M
6609,Arun Kodagu,48,M
6609,Santosh Doddamani,33,M
6610,Chandru Shanbhag,32,M
6610,Deepika Sharma,44,F
6611,Hemalatha Desai,25,F
6611,Tejaswini Angadi,32,F
6612,Thimmaiah Belagavi,70,M
6612,Jyothi Doddamani,63,F
6614,Savitha Kodagu,54,F
6614,Kalpana Uppar,56,F
6617,Suresh Reddy,51,M
6617,Triveni Naik,64,F
6621,Devaraj Rai,33,M
6621,Hanumantha Gaonkar,28,M
6622,Thimmaiah Gaonkar,54,M
6622,Karthik Rao,46,M
6623,Vidya Iyer,50,F
6623,Harish Shetty,56,M
6626,Akshata Sharma,21,F
6627,Praveen Shetty,16,M
6628,Tejaswini Chavan,19,F
6628,Zeenath Gowda,16,F
6631,Girish Gowda,21,M
6631,Vani Shetty,44,F
6632,Hemalatha Salian,35,F
6632,Bhavya Uppar,31,F
6633,Reshma Devadiga,67,F
6634,Mahesh Iyer,21,M
6634,Anitha Rao,48,F
6636,Ruksana Wali,56,F
6637,Abdul Suvarna,68,M
6637,Ayesha Angadi,19,F
6638,Savitha Doddamani,42,F
6640,Chetan Mallya,44,M
6640,Kiran Jadhav,38,M
6642,Balaji Naik,38,M
6642,Puneeth Lamani,51,M
6643,Lohith Shanbhag,62,M
6644,Venkatesh Jadhav,23,M
6644,Naveen Bhat,20,M
6645,Uma Kodagu,42,F
6648,Mahesh Kulkarni,34,M
6648,Santosh Kattimani,29,M
6649,Yogesh Belagavi,49,M
6649,Ishwarya Suvarna,50,F
6652,Latha Kodagu,69,F
6653,Deepa Angadi,44,F
6653,Bhavya Desai,65,F
6654,Basavaraj Badiger,62,M
6654,Divya Naik,53,F
6655,Sandeep Shanbhag,51,M
6655,Chetan Badiger,61,M
6658,Waseem Patil,64,M
6658,Darshan Rao,64,M
6660,Sushma Belagavi,41,F
6661,Sabiha Shanbhag,52,F
6661,Tanveer Jadhav,59,M
6663,Deepa Jadhav,16,F
6663,Sharath Kattimani,16,M
6665,Deepa Murthy,26,F
6666,Anand Hadimani,55,M
6667,Sabiha Badiger,63,F
6667,Lakshmi Shanbhag,19,F
6668,Pavan Gowda,57,M
6669,Ishwarya Bhat,36,F
6669,Vinay Naik,52,M
6670,Chandana Bhat,42,F
6673,Abdul Doddamani,52,M
6674,Arun Suvarna,18,M
6675,Lokesh Bandi,49,M
6675,Imran Suvarna,67,M
6676,Chetan Naik,22,M
6677,Karthik Kattimani,68,M
6677,Darshan Kattimani,55,M
6678,Anil Madiwalar,37,M
6679,Sabiha Kumar,50,F
6680,Suresh Reddy,43,M
6681,Puneeth Chavan,24,M
6681,Deepika Kodagu,61,F
6682,Venkatesh Rao,58,M
6683,Kalpana Khan,49,F
