AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,FatherName,PersonID
6609,6422,Darshan Wali,48,M,Vijay,A3
6610,6423,Naveen Mudaliar,39,M,Pavan,A1
6611,6424,Yashwanth Hadimani,40,M,,A1
6612,6425,Srinivas Mallya,37,M,Nandish,A1
6613,6426,Ramesh Mallya,28,M,,A1
6614,6427,Salman Kamath,52,M,Ravi,A1
6615,6428,Jagadish Pawar,29,M,,A1
6616,6429,Yogesh Bht,31,M,Venkatesh,A1
6617,6430,Puneeth Murthy,35,M,,A1
6618,6431,Padma Bndi,29,F,Dinesh,A1
6619,6432,Krishna Pujari,36,M,Madhu,A1
6620,6433,Venkatesh Salian,44,M,P.,A1
6621,6433,Kiran Sharma,34,M,Sunil,A2
6622,6433,Shivakumar Sharma,39,M,Suresh,A3
6623,6434,Chandru Shetty,38,M,,A1
6624,6435,Rizwan Bandi,19,M,Pavan,A1
6625,6436,Vinay Lamani,30,M,Karthik,A1
6626,6437,Shwetha Nayaka,38,F,Sandeep,A1
6627,6438,Ganesh Shetty,23,M,Balaji,A1
6628,6439,Ramesh Kulkarni,20,M,Eshwar,A1
6629,6440,Vijay Kamath,41,M,Dinesh,A1
6630,6441,Nithin Bandi,46,M,Umesh,A1
6631,6442,Varun Naik,35,M,Shivakumar,A1
6632,6443,Sunitha Kulkarni,47,F,Umesh,A1
6633,6444,I. Kattimani,45,F,,A1
6634,6445,Yogesh Desai,31,M,,A1
6635,6446,Lohith Salian,18,M,Jagadish,A1
6636,6447,Reshma Acharya,20,F,Anand,A1
6637,6448,Sharath Angadi,43,M,,A1
6638,6449,Hanumantha Angadi,44,M,Lokesh,A1
6639,6450,Darshan Pujari,35,M,Abdul,A1
6640,6451,T. Kamath,48,M,Sandeep,A1
6641,6452,Gopal Patil,51,M,Suresh,A1
6642,6453,Ramesh Iyer,29,M,,A1
6643,6454,Deepika Wali,30,F,Ramesh,A1
6644,6455,Sunitha Mallya,18,F,,A1
6645,6456,Yashwanth Kulkarni,49,M,Tanveer,A1
6646,6457,Gopal Shanbhag,43,M,Yogesh,A1
6647,6458,Uday Acharya,55,M,,A1
6648,6459,Kalpana Bandi,49,F,,A1
6649,6460,Harish Lamani,50,M,Uday,A1
6650,6461,Waseem Rai,43,M,Krishna,A1
6651,6462,Mohammed Hadimani,48,M,,A1
6652,6463,Chandru Badiger,29,M,Sharath,A1
6653,6464,Gowramma Lamani,33,F,Abdul,A1
6654,6465,Girish Kattimani,27,M,Harish,A1
6655,6466,Anil Mudaliar,23,M,Puneeth,A1
6656,6467,Madhu Bhat,40,M,Shivakumar,A1
6657,6468,Deepika Reddy,27,F,Karthik,A1
6658,6469,Darshan Achara,24,M,Imran,A1
6659,6470,Waseem Kulkarni,46,M,Eshwar,A1
6660,6471,Shwetha Lamani,46,F,,A1
6661,6472,Umesh Suvarna,20,M,Sandeep,A1
6662,6473,Arun Patil,24,M,Ramesh,A1
6663,6474,Ananya Badiger,31,F,Waseem,A1
6664,6475,Srinivas Suvarna,32,M,Anand,A1
6665,6476,Darshan Shety,17,M,,A1
6666,6477,Suresh Chavan,43,M,Anand,A1
6667,6478,Puneeth Kumar,42,M,Girish,A1
6668,6479,Mahesh Reddy,38,M,Yashwanth,A1
6669,6480,Hanumantha Angadi,51,M,,A1
6670,6481,Ramesh Murthy,40,M,Kiran,A1
6671,6482,Naveen Gwda,31,M,Anand,A1
6672,6483,Shivakumar Doddamani,51,M,Lokesh,A1
6673,6484,Sandeep Madiwalar,44,M,Srinivas,A1
6674,6485,Nithin Kodagu,35,M,Nagaraj,A1
6675,6486,Sharath Desai,52,M,Shivakumar,A1
6676,6487,Venkatesh Badiger,19,M,,A1
6677,6488,Karthik Reddy,39,M,Raghavendra,A1
6678,6489,Kiran Jadhav,43,M,Anil,A1
6679,6490,Abdul Hege,25,M,Jagadish,A1
6680,6491,Ganesh Kumar,33,M,,A1
6681,6492,Rachana Gaonkar,40,F,Santosh,A1
6682,6493,Madhu Devadiga,46,M,Chandru,A1
6683,6494,O. Reddy,37,M,Ranganath,A1
6684,6495,Venkatesh Gowda,53,M,Nandish,A1
6685,6495,Karthik Iyer,23,M,,A2
6686,6495,Vinay Reddy,34,M,Vinay,A3
6687,6496,Pavan Gowdaa,32,M,Hanumantha,A1
6688,6497,Kiran Naik,56,M,Ramesh,A1
6689,6498,Ramesh Kumar,17,M,Harish,A1
6690,6499,Deepa Talawar,45,F,Ranganath,A1
6691,6500,Waseem Iyer,18,M,Thimmaiah,A1
6692,6501,Abdul Kulkarni,43,M,Nithin,A1
6693,6502,Salman Kulkarni,24,M,Prakash,A1
6694,6503,Farhan Pujari,46,M,Varun,A1
6695,6504,Tanveer,29,M,,A1
6696,6505,Karthik Gaonkar,25,M,Lohith,A1
6697,6506,Darshan Badiger,54,M,Kiran,A1
6698,6507,Yogesh Kulkarni,18,M,Eshwar,A1
6699,6508,Vijay Wai,36,M,,A1
6700,6509,Kamala Patil,46,F,Lohith,A1
6701,6510,Anil Devadiga,35,M,,A1
6702,6511,Harish Kamah,54,M,Devaraj,A1
6703,6512,Thimmaiah Lamani,25,M,Nagaraj,A1
6704,6512,Kiran Sharma,36,M,,A2
6705,6513,Santosh Devadiga,32,M,Prakash,A1
6706,6514,Dinesh Kattimani,50,M,Ramesh,A1
6707,6515,Omkar Gowa,22,M,Vinay,A1
6708,6516,Dhanya Lamani,43,F,Gopal,A1
6709,6517,Yogesh Mallya,38,M,Zameer,A1
6710,6518,L. Rai,28,M,Anand,A1
6711,6519,Lohith Chavan,51,M,Imran,A1
6712,6520,Basavaraj Achrya,24,M,,A1
6713,6521,Anand Nayaka,33,M,Varun,A1
6714,6522,Krishna Madiwalar,19,M,Vijay,A1
6715,6523,Anand Badiger,21,M,,A1
6716,6524,Omkar Shetty,54,M,Harish,A1
6717,6525,Kiran Kmar,21,M,Chetan,A1
6718,6526,Shwetha Rao,32,F,Pavan,A1
6719,6527,Manjunath Talawar,48,M,,A1
6720,6528,Nandish Kattimani,32,M,Basavaraj,A1
6721,6529,Vijay Desai,51,M,Hanumantha,A1
6722,6530,Vani Shetty,54,F,Rizwan,A1
6723,6531,Waseem Mallya,46,M,Omkar,A1
6724,6532,Naveen Murthy,39,M,Hanumantha,A1
6725,6533,Uday Iyer,36,M,Suresh,A1
6726,6534,Darshan Hiremath,23,M,Devaraj,A1
6727,6535,Nandish Madiwalar,36,M,Raghavendra,A1
6728,6536,Ramesh Naik,46,M,,A1
6729,6537,Ravi Mallya,51,M,Rajesh,A1
6730,6538,Shivakumar Acharya,32,M,Santosh,A1
6731,6539,Imran Pujari,36,M,Uday,A1
6732,6540,Omkar Kumar,28,M,Puneeth,A1
6733,6541,Zameer Hadimani,20,M,,A1
6734,6542,Naveen Devadiga,36,M,Lokesh,A1
6735,6543,Sandeep Chavan,30,M,Ranganath,A1
6736,6544,Naveen Shetty,54,M,Mohamad,A1
6737,6545,Suresh Desai,33,M,Zameer,A1
6738,6546,Rizwan Hiremath,26,M,Srinivas,A1
6739,6547,Triveni Bhat,43,F,Suresh,A1
6740,6548,Naveen Sharma,52,M,Varun,A1
6741,6549,Zameer Gaonkar,26,M,,A1
6742,6550,Nagaraj Goda,19,M,Omkar,A1
6743,6551,Omkar Uppar,53,M,Naveen,A1
6744,6552,Naveen Kulkarni,39,M,Rajesh,A1
6745,6553,Harish Gowda,35,M,Sunil,A1
6746,6554,Omkar Shanbhag,33,M,,A1
6747,6555,Salman Bhat,27,M,Devaraj,A1
6748,6556,Suresh Talawar,52,M,Sunil,A1
6749,6557,Chetan Sharma,53,M,Darshan,A1
6750,6558,Dinesh Badiger,33,M,Harish,A1
6751,6559,Venkatesh Kamath,32,M,Dinesh,A1
6752,6560,Pallavi Nayaka,23,F,Nithin,A1
6753,6561,Balaji Jadhav,20,M,Darshan,A1
6754,6562,Arun Rddy,52,M,K.,A1
6755,6563,Rajesh Hegde,18,M,Yogesh,A1
6756,6564,Kiran Hiremath,36,M,Salman,A1
6757,6565,Chandru Chavan,41,M,Praveen,A1
6758,6566,Nithin Uppar,23,M,Prakash,A1
6759,6567,Nagaraj Badiger,23,M,Lohith,A1
6760,6568,Waseem Rao,22,M,Venkatesh,A1
6761,6569,Sharath Patil,36,M,Abdul,A1
6762,6570,Nandish Belagavi,20,M,Devaraj,A1
6763,6571,Ranganath Belagavi,33,M,Umesh,A1
6764,6572,Salman Pujari,22,M,,A1
6765,6573,T. Suvarna,44,M,Mahesh,A1
6766,6574,Nagaraj Hegde,54,M,Chandru,A1
6767,6575,Bharathi Acharya,24,F,Rizwan,A1
6768,6576,Chaitra Mallya,34,F,,A1
6769,6577,Uday Bhat,45,M,Rizwan,A1
6770,6578,Rizwan Talawar,43,M,Nagaraj,A1
6771,6579,Yogesh Bandi,51,M,Imran,A1
6772,6580,Darshan Madiwalar,21,M,Eshwar,A1
6773,6581,Chandru Pujari,38,M,Imran,A1
6774,6582,Anand Jadhav,37,M,Ganesh,A1
6775,6583,Rizwan Desai,19,M,Tanveer,A1
6776,6584,Abdul Sharma,35,M,Tanveer,A1
6777,6585,Waseem Suvarna,49,M,Santosh,A1
6778,6586,Kiran Mallya,22,M,Basavaraj,A1
6779,6587,Basavaraj Suvarna,34,M,Pavan,A1
6780,6588,Dhanya Sharma,48,F,Vijay,A1
6781,6589,Srinivas Mallya,47,M,Anand,A1
6782,6590,Lokesh Badiger,25,M,Sunil,A1
6783,6591,Lokesh Dsai,36,M,Venkatesh,A1
6784,6592,Sunil Hiremath,41,M,Nagaraj,A1
6785,6593,Sharath Pujri,36,M,Srinivas,A1
6786,6594,Thimmaiah Angadi,54,M,,A1
6787,6595,Yogesh Uppar,19,M,Kiran,A1
6788,6596,Gopal Shanbhag,53,M,,A1
6789,6597,Imran Khan,39,M,Jagadish,A1
6790,6598,Rajesh Hadimani,20,M,Devaraj,A1
6791,6599,Usha Madiwalar,39,F,Kiran,A1
6792,6600,Dhanya Wali,23,F,Dinesh,A1
6793,6601,Naveen Suvarna,19,M,Uday,A1
6794,6602,Santosh Kattimani,42,M,Uday,A1
6795,6603,Srinivas Nayaka,44,M,Sandeep,A1
6796,6604,Raghavendra Kamath,54,M,Praveen,A1
6797,6605,Uday Acharya,54,M,,A1
6798,6606,Chetan Gaonkar,22,M,,A1
6799,6607,Basavaraj Badiger,53,M,Sharath,A1
6800,6608,Meena Rai,46,F,Anil,A1
6801,6609,Hanumantha Lamani,47,M,Varun,A1
6802,6610,Zeenath Chavan,21,F,Gopal,A1
6803,6611,Chandru Malya,36,M,Tanveer,A1
6804,6612,Lohith Hiremath,41,M,Ravi,A1
6805,6613,Darshan Badiger,33,M,Darshan,A1
6806,6614,Savitha Khan,33,F,Lohith,A1
6807,6615,Hanumantha Chavan,18,M,Lokesh,A1
6808,6616,Krishna Desai,24,M,Chandru,A1
6809,6617,Jagadish Belagavi,42,M,Varun,A1
6810,6618,Tanveer Madiwalar,20,M,Jagadish,A1
6811,6619,Ganesh Reddy,29,M,,A1
6812,6620,Fatima Kulkarni,40,F,Imran,A1
6813,6621,Tanveer Uppar,33,M,Pavan,A1
6814,6622,Yogesh Kodagu,19,M,Abdul,A1
6815,6623,Balaji Kamath,27,M,Pavan,A1
6816,6624,Vinay Desai,36,M,Suresh,A1
6817,6625,Puneeth Naik,24,M,,A1
6818,6626,Anil Angdi,17,M,Sunil,A1
6819,6627,B. Kattimani,21,M,Rajesh,A1
6820,6628,Sharath Salian,38,M,Arun,A1
6821,6629,Ranganath Shanbhag,45,M,Lokesh,A1
6822,6630,Vinay Kumar,51,M,Jagadish,A1
6823,6631,Ravi Angadi,29,M,,A1
6824,6632,Mohammed Doddamani,42,M,Ramesh,A1
6825,6633,Darshan Shanbhag,32,M,Ganesh,A1
6826,6634,Nagaraj Uppar,38,M,Madhu,A1
6827,6635,Triveni Acharya,43,F,Arun,A1
6828,6636,Thimmaiah Doddamani,42,M,Omkar,A1
6829,6637,Pallavi Rao,18,F,Basavaraj,A1
6830,6638,V. Rai,34,M,Waseem,A1
6831,6639,Lokesh Gankar,54,M,Ganesh,A1
6832,6640,Naveen Jadhav,51,M,Harish,A1
6833,6641,Umesh Rai,21,M,Pavan,A1
6834,6642,Mahesh Wali,36,M,Pavan,A1
6835,6643,Chetan Khan,42,M,Ramesh,A1
6836,6644,Umesh Gaonkar,52,M,,A1
6837,6645,Umesh Jadhav,23,M,,A1
6838,6646,Vinay Bhat,17,M,Balaji,A1
6839,6646,Prakash Shetty,19,M,Rizwan,A2
6840,6646,Darshan Wali,47,M,Vijay,A3
6841,6646,Ravi Gowda,35,M,Puneeth,A4
6842,6647,Kiran Bandi,41,M,Jagadish,A1
6843,6648,Rizwan Sharma,23,M,Hanumantha,A1
6844,6649,Kavya Bhat,27,F,,A1
6845,6650,Anil Bht,47,M,Yashwanth,A1
6846,6651,Nagaraj Wali,52,M,,A1
6847,6652,Lohith Mallya,27,M,Yashwanth,A1
6848,6653,Praveen Kumaar,19,M,Thimmaiah,A1
6849,6654,Vidya Bandi,36,F,Basavaraj,A1
6850,6655,Farhan Angadi,51,M,Gopal,A1
6851,6656,Sushma Doddamani,55,F,V.,A1
6852,6657,Ranganath Kattimani,52,M,Venkatesh,A1
6853,6658,Harish Madiwalar,46,M,Nagaraj,A1
6854,6659,Balaji Doddamani,41,M,F.,A1
6855,6660,Omkar Hadimani,24,M,Rajesh,A1
6856,6661,Jagadish Shetty,40,M,,A1
6857,6662,Hanumantha Kamath,29,M,Praveen,A1
6858,6663,Sabiha Sharma,35,F,Dinesh,A1
6859,6664,Ranganath Kdagu,27,M,Manjunath,A1
6860,6665,Kavya Nayaka,31,F,Girish,A1
6861,6666,Karthik Naik,42,M,Pavan,A1
6862,6667,Venkatesh Kamath,42,M,Puneeth,A1
6863,6668,Manjunath Khan,47,M,,A1
6864,6669,Raghavendra Angadi,29,M,Umesh,A1
6865,6670,Kiran Kattimani,29,M,Imran,A1
6866,6671,Uday Uppar,33,M,Manjunath,A1
6867,6672,Girish Hiremath,33,M,Vijay,A1
6868,6673,Varun Lamani,50,M,Darshan,A1
6869,6674,Chetan Hiremath,40,M,,A1
6870,6675,Chandru Mallya,34,M,Madhu,A1
6871,6676,Gayathri Madiwalar,27,F,,A1
6872,6677,Ranganath Wali,39,M,Farhan,A1
6873,6678,Gopal Kattimani,35,M,Ravi,A1
6874,6679,Ravi Uppar,18,M,Chandru,A1
6875,6680,Puneeth Nayaka,43,M,,A1
6876,6681,Nandish Redy,26,M,Omkar,A1
6877,6682,Puneeth Doddamani,36,M,Balaji,A1
6878,6683,Shivakumar Mallya,19,M,Girish,A1
6879,6684,Praveen Hegde,33,M,Mohammed,A1
6880,6685,Anil Devadiga,39,M,Praveen,A1
6881,6686,Sandeep Patil,28,M,Sandeep,A1
6882,6687,Nagaraj Kumar,55,M,Anil,A1
6883,6688,Geetha Devadiga,53,F,Prakash,A1
6884,6689,Ravi Gowda,27,M,Uday,A1
6885,6690,Uday Jdhav,35,M,Praveen,A1
6886,6691,Harini Rao,28,F,Sandeep,A1
6887,6692,Chandru Lamani,52,M,Venkatesh,A1
6888,6693,Nagaraj Kumar,55,M,Anil,A1
6889,6694,Ramesh Madiwalar,28,M,Anand,A1
6890,6695,Gowramma Shanbhag,31,F,Srinivas,A1
6891,6696,Chandru Khan,38,M,Devaraj,A1
6892,6697,Eshwar Chavan,37,M,Salman,A1
6893,6698,Ramesh Kattimani,43,M,E.,A1
6894,6699,Omkar Desai,30,M,Chandru,A1
6895,6700,Jagadish Pujari,27,M,Pavan,A1
6896,6701,Praveen Shanbhag,20,M,Anand,A1
6897,6702,Mahesh Reddy,26,M,Puneeth,A1
6898,6703,Dinesh Belagavi,52,M,Puneeth,A1
6899,6703,Jagadish Shetty,31,M,,A2
6900,6703,Hanumantha Sharma,36,M,Srinivas,A3
6901,6704,Devaraj Pawar,37,M,Vijay,A1
6902,6705,Puneeth Shetty,26,M,Santosh,A1
6903,6706,Farhan Pujari,48,M,Varun,A1
6904,6707,Waseem Madiwalar,39,M,Eshwar,A1
6905,6708,Vinay Gaonkar,22,M,Abdul,A1
6906,6709,Balaji Kulkarni,46,M,Naveen,A1
6907,6710,Rajesh Madiwalar,38,M,Anand,A1
6908,6711,Kavya Lamani,32,F,Salman,A1
6909,6712,Rajesh Kodagu,24,M,,A1
6910,6713,Rajesh Sarma,35,M,Nandish,A1
6911,6714,Ravi Salian,30,M,Puneeth,A1
6912,6715,Manjunath Kulkarni,38,M,,A1
6913,6716,Ayesha Jadhav,34,F,Gopal,A1
6914,6717,Naveen Sharma,33,M,Umesh,A1
6915,6718,Pavan Shetty,48,M,Eshwar,A1
6916,6719,Ranganath Kattimani,35,M,,A1
6917,6720,Kiran Kumar,46,M,Santosh,A1
6918,6721,Mahesh Belagavi,24,M,Girish,A1
6919,6722,Ravi Hiremath,24,M,Yogesh,A1
6920,6723,Netravati Reddy,30,F,Vijay,A1
6921,6724,Anand Pawar,50,M,Jagadish,A1
6922,6725,Ganesh Pujari,22,M,Sharath,A1
6923,6726,Chandru Badiger,28,M,,A1
6924,6727,N. Salian,33,M,Suresh,A1
6925,6728,Ramesh Madiwalar,41,M,G.,A1
6926,6729,Anil Rao,49,M,Sunil,A1
6927,6730,Pooja Iyer,47,F,,A1
6928,6731,Chetan Kodagu,51,M,Farhan,A1
6929,6732,Venkatesh Salian,42,M,Puneeth,A1
6930,6732,Thimmaiah Lamani,25,M,Nagaraj,A2
6931,6733,Pavan Pujari,48,M,Girish,A1
6932,6734,Madhu Hegde,42,M,Mohammed,A1
6933,6735,Gayathri Madiwalar,37,F,Chetan,A1
6934,6736,Dinesh Gowda,46,M,Suresh,A1
6935,6737,Jyothi Chavan,34,F,Suresh,A1
6936,6738,Harish Kamath,54,M,Devaraj,A1
6937,6739,Lohith Reddy,26,M,Raghavendra,A1
6938,6740,Sandeep Devadiga,26,M,Yogesh,A1
6939,6741,Muhammad Rai,50,M,Puneeth,A1
6940,6742,Zameer Salian,39,M,Rizwan,A1
6941,6743,Suresh Salian,30,M,Pavan,A1
6942,6744,Meena Devadiga,38,F,Thimmaiah,A1
6943,6745,Anil Patil,23,M,,A1
6944,6746,Gopal Hiremath,26,M,Waseem,A1
6945,6747,Santosh Chavan,39,M,Sharath,A1
6946,6748,Zameer Badiger,54,M,Venkatesh,A1
6947,6749,Sahana Shanbhag,28,F,Varun,A1
6948,6750,Puneeth Kulkarni,53,M,D.,A1
6949,6751,Vinay Patil,44,M,,A1
6950,6752,Varun Chavan,28,M,Rajesh,A1
6951,6753,Umesh Patil,44,M,Dinesh,A1
6952,6754,Anil Suvarna,52,M,Kiran,A1
6953,6755,Ranganath Talawar,53,M,Yogesh,A1
6954,6756,Zameer Khan,48,M,Arun,A1
6955,6757,Tanveer Murthy,33,M,Santosh,A1
6956,6758,Manjunath Suvarna,38,M,Mohammed,A1
6957,6759,Vinay Kodagu,34,M,Devaraj,A1
6958,6760,Bindu Iyer,50,F,,A1
6959,6761,Vijay Reddy,26,M,,A1
6960,6762,Ravi Hadimani,53,M,Mohammed,A1
6961,6763,Yogesh Desai,26,M,Umesh,A1
6962,6764,Pavan Bandi,39,M,Mahesh,A1
6963,6765,Devaraj Salian,50,M,Ranganath,A1
6964,6766,Darshan Bhat,27,M,,A1
6965,6767,Nandish Mudaliar,24,M,Lohith,A1
6966,6768,Thimmaiah Uppar,32,M,Mahesh,A1
6967,6769,Prakash Khan,33,M,,A1
6968,6770,Rajesh Belagavi,19,M,Yashwanth,A1
6969,6771,Madhu Acharya,23,M,Devaraj,A1
6970,6772,Tanveer Hegde,29,M,Ravi,A1
6971,6773,Vijay Suvarna,35,M,Nagaraj,A1
6972,6774,Harish Hiremath,38,M,Venkatesh,A1
6973,6775,Sandeep Hadimani,23,M,Salman,A1
6974,6776,Krishna Mallya,51,M,Puneeth,A1
6975,6777,Girish Gouda,18,M,Eshwar,A1
6976,6778,Salman Mallya,36,M,Yashwanth,A1
6977,6779,Harini Mallya,39,F,Venkatesh,A1
6978,6780,Thimmaiah Kattimani,37,M,Harish,A1
6979,6781,Chaitra Hadimani,47,F,Anil,A1
6980,6782,Nithin Hegde,23,M,,A1
6981,6783,Basavaraj Angadi,50,M,Lokesh,A1
6982,6784,Suresh Gowda,54,M,Srinivas,A1
6983,6785,Varun Kodagu,22,M,Sunil,A1
6984,6786,Hanumantha Chavan,28,M,Harish,A1
6985,6787,Hanumantha Rai,50,M,Lokesh,A1
6986,6788,Anil Naik,26,M,Umesh,A1
6987,6789,Arun Kodagu,53,M,,A1
6988,6790,Darshan Hadimani,20,M,Nagaraj,A1
6989,6791,Nandish Pawar,35,M,Santosh,A1
6990,6792,Deepa Murthy,43,F,Raghavendra,A1
6991,6793,Darshan Reddy,39,M,Farhan,A1
6992,6794,Harish Sharma,33,M,M.,A1
6993,6795,Prakash Rao,38,M,,A1
6994,6796,Hanumantha Rai,34,M,Zameer,A1
6995,6797,Krishna Shanbhag,35,M,Lokesh,A1
6996,6798,Nithin Gaonkar,50,M,,A1
6997,6799,Bhavya Doddamani,34,F,Raghavendra,A1
6998,6800,Venkatesh Madiwalar,56,M,Nagaraj,A1
6999,6801,Zameer Bhat,24,M,,A1
7000,6802,Ranganath Kamath,49,M,Suresh,A1
7001,6803,Hemalatha Iyer,23,F,Vinay,A1
7002,6804,Balaji Pujari,23,M,Mohammed,A1
7003,6805,Uday Rai,53,M,Lohith,A1
7004,6806,Rekha Gaonkar,24,F,Nagaraj,A1
7005,6807,Krishna Shetty,20,M,Kiran,A1
7006,6808,Gopal Mallya,26,M,Sharath,A1
7007,6809,Mahesh Madiwalar,25,M,,A1
7008,6810,Nithin Salian,47,M,Farhan,A1
7009,6811,Tanveer Acharya,42,M,Dinesh,A1
7010,6812,Uday Nayaka,54,M,Vinay,A1
7011,6813,Karthik Taawar,51,M,Umesh,A1
7012,6814,Ruksana Madiwalar,50,F,Gopal,A1
7013,6815,Santosh Pawar,23,M,Darshan,A1
7014,6816,Dinesh Mudliar,18,M,Sandeep,A1
7015,6817,Lohith Murthy,43,M,Harish,A1
7016,6818,Chandru Gowda,28,M,Dinesh,A1
7017,6819,Darshan Kodagu,53,M,Thimmaiah,A1
7018,6820,Gopal Bandi,31,M,Shivakumar,A1
7019,6821,Madhu Uppar,28,M,Vinay,A1
7020,6822,Shwetha Naik,49,F,Zameer,A1
7021,6823,Eshwar Patil,18,M,,A1
7022,6824,Praveen Patil,34,M,Anil,A1
7023,6825,Waseem Rao,24,M,Suresh,A1
7024,6826,Sandeep Doddamai,47,M,Manjunath,A1
7025,6827,Anand Doddamani,43,M,Chetan,A1
7026,6828,Madhu Nayaka,44,M,Salman,A1
7027,6829,Harish Chavan,54,M,Imran,A1
7028,6830,Dinesh Kumar,46,M,Thimmaiah,A1
7029,6831,Ravi Sharma,45,M,Farhan,A1
7030,6832,Kavya Bhat,26,F,Naveen,A1
7031,6833,Savitha Nayaka,42,F,Waseem,A1
7032,6834,Praveen Angadi,45,M,Devaraj,A1
7033,6835,Sahana Shety,35,F,Anand,A1
7034,6836,Nagaraj Nayaka,28,M,Venkatesh,A1
7035,6837,Triveni Talawar,21,F,Farhan,A1
7036,6838,Sunil Gowda,50,M,Vijay,A1
7037,6839,Chandru Lamani,18,M,Kiran,A1
7038,6840,P. Belagavi,34,M,Arun,A1
7039,6841,Nandish Patil,33,M,Madhu,A1
7040,6842,Suresh Rai,24,M,Balaji,A1
7041,6843,Balaji Madiwalar,37,M,Anand,A1
7042,6844,Lohith Murthy,48,M,Omkar,A1
7043,6845,Rekha Devadiga,34,F,Rajesh,A1
7044,6846,Pavan Rao,28,M,Venkatesh,A1
7045,6847,Arun Kattimani,46,M,,A1
7046,6848,Sandeep Kulkarni,22,M,,A1
7047,6849,Srinivas Salian,22,M,Praveen,A1
7048,6850,Naveen Patil,29,M,Gopal,A1
7049,6851,Ravi Chavan,34,M,Salman,A1
7050,6852,Lokesh Talawar,30,M,Jagadish,A1
7051,6853,Harini Shanbhag,35,F,Lokesh,A1
7052,6854,Krishna Shanbhag,46,M,Gopal,A1
7053,6855,Varun Salian,52,M,F.,A1
7054,6856,Gopal Rai,31,M,Lokesh,A1
7055,6857,Abdul Hiremath,26,M,Harish,A1
7056,6858,Ganesh Rao,47,M,,A1
7057,6859,Farhan Belagavi,25,M,,A1
7058,6860,Jagadish Murthy,22,M,Umesh,A1
7059,6861,Uday Wli,27,M,,A1
7060,6862,Rajesh Hegde,37,M,,A1
7061,6863,Yashoda Reddy,46,F,Karthik,A1
7062,6864,Anand Sharma,35,M,Nandish,A1
7063,6865,Chandru Acharya,22,M,C.,A1
7064,6865,Pallavi Gaokar,36,F,Vinay,A2
7065,6865,H. Sharma,35,M,Srinivas,A3
7066,6865,Jagadish Shetty,29,M,Nandish,A4
7067,6866,Vinay Gowda,17,M,Balaji,A1
7068,6867,Praveen Desai,38,M,Mahesh,A1
7069,6868,Sabiha Talawar,46,F,Anil,A1
7070,6869,Imran Iyer,49,M,Yashwanth,A1
7071,6870,A. Desai,22,F,,A1
7072,6871,Kiran Jadhav,55,M,Sharath,A1
7073,6872,Ramesh Gowda,25,M,Farhan,A1
7074,6873,Umesh Kulkarni,47,M,Pavan,A1
7075,6874,Manjunath Gaonkar,24,M,T.,A1
7076,6875,Rajesh Salian,55,M,Mahesh,A1
7077,6876,Vani Pujari,27,F,Vinay,A1
7078,6877,Karthik Salian,31,M,Nagaraj,A1
7079,6878,Nithin Kulkarni,50,M,Farhan,A1
7080,6879,Abdul Uppar,21,M,Karthik,A1
7081,6880,Nithin Angadi,41,M,Karthik,A1
7082,6881,Balaji Patil,29,M,Krishna,A1
7083,6882,Anil Shanbhag,52,M,Manjunath,A1
7084,6883,Kiran Gankar,22,M,Shivakumar,A1
7085,6884,Vinay Kodagu,34,M,Devaraj,A1
7086,6885,Waseem Hiremath,50,M,Zameer,A1
7087,6886,Venkatesh Kulkarni,37,M,Yashwanth,A1
7088,6886,Vinay Bhat,18,M,,A2
7089,6886,Ravi Gowa,35,M,Puneeth,A3
7090,6886,Darshan Wli,49,M,,A4
7091,6887,Dhanya Desai,53,F,Sandeep,A1
7092,6888,Abdul Bandi,43,M,,A1
7093,6889,Uday Hadimani,26,M,Sandeep,A1
7094,6890,Madhu Chavan,31,M,,A1
7095,6891,Darshan Pujari,46,M,Krishna,A1
7096,6892,Ganesh Wali,39,M,Varun,A1
7097,6893,Sandeep Hegde,55,M,Venkatesh,A1
7098,6894,Vijay Chavan,32,M,Rizwan,A1
7099,6895,Yashwanth Salian,36,M,,A1
7100,6896,Prakash Doddamani,22,M,Pavan,A1
7101,6897,Uma Iyer,42,F,Jagadish,A1
7102,6898,Chandru Rao,43,M,Pavan,A1
7103,6899,Shwetha Desai,39,F,,A1
7104,6900,Raghavendra Salian,29,M,Kiran,A1
7105,6901,Lokesh Doddamani,36,M,Venkatesh,A1
7106,6902,Vijay Kumar,56,M,Yogesh,A1
7107,6903,Ravi Rao,49,M,Mohammed,A1
7108,6904,Arun Patil,38,M,Eshwar,A1
7109,6905,Chandru Chavan,37,M,Abdul,A1
7110,6906,B. Kodagu,25,M,Darshan,A1
7111,6907,Nagaraj Nayaka,55,M,Sharath,A1
7112,6908,Balaji Shanbhag,51,M,Devaraj,A1
7113,6909,Ravi Lamani,19,M,Dinesh,A1
7114,6910,Kamala Hegde,51,F,Rajesh,A1
7115,6911,Devaraj Salian,49,M,Ranganath,A1
7116,6912,Akshata Belagavi,54,F,Manjunath,A1
7117,6913,R. Lamani,29,M,Harish,A1
7118,6914,Kamala Iyer,54,F,Pavan,A1
7119,6915,Nagaraj Nyaka,48,M,,A1
7120,6916,Rachana Wali,22,F,Nandish,A1
7121,6917,Uday Kukarni,45,M,Puneeth,A1
